Grid Size ,24
 NULL, NodeType, GridX, GridY, Length, Width, Height, PosX, PosY, PosZ
0,1,4,15,2.08333349227,2.0833320617,0,7.29166913032,15.6250019074,0
0,1,3,15,2.08333349227,2.0833339691,0,7.29166913032,17.7083349227,0
0,1,3,16,2.08333396914,2.0833339691,0,9.37500286103,17.7083349227,0
0,1,3,17,2.0833330154,2.0833339691,0,11.4583363533,17.7083349227,0
0,1,4,17,2.0833330154,2.0833320617,0,11.4583363533,15.6250019074,0
0,1,5,17,2.0833330154,2.0833330155,0,11.4583363533,13.5416693688,0
0,1,5,16,2.08333396914,2.0833330155,0,9.37500286103,13.5416693688,0
0,0,4,17,2.0833330154,2.0833320617,0,11.4583363533,15.6250019074,0
0,1,5,16,2.08333396914,2.0833330155,0,9.37500286103,13.5416693688,0
0,1,4,16,2.08333396914,2.0833320617,0,9.37500286103,15.6250019074,0
0,1,3,16,2.08333396914,2.0833339691,0,9.37500286103,17.7083349227,0
0,1,3,17,2.0833330154,2.0833339691,0,11.4583363533,17.7083349227,0
0,1,3,18,2.0833330155,2.0833339691,0,13.5416693688,17.7083349227,0
0,1,4,18,2.0833330155,2.0833320617,0,13.5416693688,15.6250019074,0
0,1,5,18,2.0833330155,2.0833330155,0,13.5416693688,13.5416693688,0
0,1,5,17,2.0833330154,2.0833330155,0,11.4583363533,13.5416693688,0
0,0,4,18,2.0833330155,2.0833320617,0,13.5416693688,15.6250019074,0
0,1,5,17,2.0833330154,2.0833330155,0,11.4583363533,13.5416693688,0
0,1,4,17,2.0833330154,2.0833320617,0,11.4583363533,15.6250019074,0
0,1,3,17,2.0833330154,2.0833339691,0,11.4583363533,17.7083349227,0
0,1,3,18,2.0833330155,2.0833339691,0,13.5416693688,17.7083349227,0
0,1,3,19,2.0833320617,2.0833339691,0,15.6250019074,17.7083349227,0
0,1,4,19,2.0833320617,2.0833320617,0,15.6250019074,15.6250019074,0
0,1,5,19,2.0833320617,2.0833330155,0,15.6250019074,13.5416693688,0
0,1,5,18,2.0833330155,2.0833330155,0,13.5416693688,13.5416693688,0
0,0,4,19,2.0833320617,2.0833320617,0,15.6250019074,15.6250019074,0
0,1,5,18,2.0833330155,2.0833330155,0,13.5416693688,13.5416693688,0
0,1,4,18,2.0833330155,2.0833320617,0,13.5416693688,15.6250019074,0
0,1,3,18,2.0833330155,2.0833339691,0,13.5416693688,17.7083349227,0
0,1,3,19,2.0833320617,2.0833339691,0,15.6250019074,17.7083349227,0
0,1,3,20,2.0833339691,2.0833339691,0,17.7083349227,17.7083349227,0
0,1,4,20,2.0833339691,2.0833320617,0,17.7083349227,15.6250019074,0
0,1,5,20,2.0833339691,2.0833330155,0,17.7083349227,13.5416693688,0
0,1,5,19,2.0833320617,2.0833330155,0,15.6250019074,13.5416693688,0
0,0,4,20,2.0833339691,2.0833320617,0,17.7083349227,15.6250019074,0
0,1,5,19,2.0833320617,2.0833330155,0,15.6250019074,13.5416693688,0
0,1,4,19,2.0833320617,2.0833320617,0,15.6250019074,15.6250019074,0
0,1,3,19,2.0833320617,2.0833339691,0,15.6250019074,17.7083349227,0
0,1,3,20,2.0833339691,2.0833339691,0,17.7083349227,17.7083349227,0
0,1,3,21,2.0833320618,2.0833339691,0,19.7916679382,17.7083349227,0
0,1,4,21,2.0833320618,2.0833320617,0,19.7916679382,15.6250019074,0
0,1,5,21,2.0833320618,2.0833330155,0,19.7916679382,13.5416693688,0
0,1,5,20,2.0833339691,2.0833330155,0,17.7083349227,13.5416693688,0
0,0,4,21,2.0833320618,2.0833320617,0,19.7916679382,15.6250019074,0
0,1,5,20,2.0833339691,2.0833330155,0,17.7083349227,13.5416693688,0
0,1,4,20,2.0833339691,2.0833320617,0,17.7083349227,15.6250019074,0
0,1,3,20,2.0833339691,2.0833339691,0,17.7083349227,17.7083349227,0
0,1,3,21,2.0833320618,2.0833339691,0,19.7916679382,17.7083349227,0
0,1,3,22,2.0833339691,2.0833339691,0,21.8750009537,17.7083349227,0
0,1,4,22,2.0833339691,2.0833320617,0,21.8750009537,15.6250019074,0
0,1,5,22,2.0833339691,2.0833330155,0,21.8750009537,13.5416693688,0
0,1,5,21,2.0833320618,2.0833330155,0,19.7916679382,13.5416693688,0
0,0,4,22,2.0833339691,2.0833320617,0,21.8750009537,15.6250019074,0
0,1,5,21,2.0833320618,2.0833330155,0,19.7916679382,13.5416693688,0
0,1,4,21,2.0833320618,2.0833320617,0,19.7916679382,15.6250019074,0
0,1,3,21,2.0833320618,2.0833339691,0,19.7916679382,17.7083349227,0
0,1,3,22,2.0833339691,2.0833339691,0,21.8750009537,17.7083349227,0
0,1,3,23,2.0833320618,2.0833339691,0,23.9583339691,17.7083349227,0
0,1,4,23,2.0833320618,2.0833320617,0,23.9583339691,15.6250019074,0
0,1,5,23,2.0833320618,2.0833330155,0,23.9583339691,13.5416693688,0
0,1,5,22,2.0833339691,2.0833330155,0,21.8750009537,13.5416693688,0
0,0,4,23,2.0833320618,2.0833320617,0,23.9583339691,15.6250019074,0
0,1,5,22,2.0833339691,2.0833330155,0,21.8750009537,13.5416693688,0
0,1,4,22,2.0833339691,2.0833320617,0,21.8750009537,15.6250019074,0
0,1,3,22,2.0833339691,2.0833339691,0,21.8750009537,17.7083349227,0
0,1,3,23,2.0833320618,2.0833339691,0,23.9583339691,17.7083349227,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,23,2.0833320618,2.0833330155,0,23.9583339691,13.5416693688,0
0,0,5,0,2.0833320618,2.0833330155,0,23.9583301544,13.5416693688,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,4,0,2.0833320618,2.0833320617,0,23.9583301544,15.6250019074,0
0,1,4,1,2.0833320617,2.0833320617,0,21.8749980926,15.6250019074,0
0,1,5,1,2.0833320617,2.0833330155,0,21.8749980926,13.5416693688,0
0,1,6,1,2.0833320617,2.0833330154,0,21.8749980926,11.4583363533,0
0,1,6,0,2.0833320618,2.0833330154,0,23.9583301544,11.4583363533,0
0,0,5,1,2.0833320617,2.0833330155,0,21.8749980926,13.5416693688,0
0,1,6,0,2.0833320618,2.0833330154,0,23.9583301544,11.4583363533,0
0,1,5,0,2.0833320618,2.0833330155,0,23.9583301544,13.5416693688,0
0,1,4,0,2.0833320618,2.0833320617,0,23.9583301544,15.6250019074,0
0,1,4,1,2.0833320617,2.0833320617,0,21.8749980926,15.6250019074,0
0,1,4,2,2.0833339691,2.0833320617,0,19.7916650773,15.6250019074,0
0,1,5,2,2.0833339691,2.0833330155,0,19.7916650773,13.5416693688,0
0,1,6,2,2.0833339691,2.0833330154,0,19.7916650773,11.4583363533,0
0,1,6,1,2.0833320617,2.0833330154,0,21.8749980926,11.4583363533,0
0,0,5,2,2.0833339691,2.0833330155,0,19.7916650773,13.5416693688,0
0,1,6,1,2.0833320617,2.0833330154,0,21.8749980926,11.4583363533,0
0,1,5,1,2.0833320617,2.0833330155,0,21.8749980926,13.5416693688,0
0,1,4,1,2.0833320617,2.0833320617,0,21.8749980926,15.6250019074,0
0,1,4,2,2.0833339691,2.0833320617,0,19.7916650773,15.6250019074,0
0,1,4,3,2.0833320618,2.0833320617,0,17.7083320618,15.6250019074,0
0,1,5,3,2.0833320618,2.0833330155,0,17.7083320618,13.5416693688,0
0,1,6,3,2.0833320618,2.0833330154,0,17.7083320618,11.4583363533,0
0,1,6,2,2.0833339691,2.0833330154,0,19.7916650773,11.4583363533,0
0,0,5,3,2.0833320618,2.0833330155,0,17.7083320618,13.5416693688,0
0,1,6,2,2.0833339691,2.0833330154,0,19.7916650773,11.4583363533,0
0,1,5,2,2.0833339691,2.0833330155,0,19.7916650773,13.5416693688,0
0,1,4,2,2.0833339691,2.0833320617,0,19.7916650773,15.6250019074,0
0,1,4,3,2.0833320618,2.0833320617,0,17.7083320618,15.6250019074,0
0,1,4,4,2.0833330155,2.0833320617,0,15.6249995231,15.6250019074,0
0,1,5,4,2.0833330155,2.0833330155,0,15.6249995231,13.5416693688,0
0,1,6,4,2.0833330155,2.0833330154,0,15.6249995231,11.4583363533,0
0,1,6,3,2.0833320618,2.0833330154,0,17.7083320618,11.4583363533,0
0,0,5,4,2.0833330155,2.0833330155,0,15.6249995231,13.5416693688,0
0,1,6,3,2.0833320618,2.0833330154,0,17.7083320618,11.4583363533,0
0,1,5,3,2.0833320618,2.0833330155,0,17.7083320618,13.5416693688,0
0,1,4,3,2.0833320618,2.0833320617,0,17.7083320618,15.6250019074,0
0,1,4,4,2.0833330155,2.0833320617,0,15.6249995231,15.6250019074,0
0,1,4,5,2.0833339691,2.0833320617,0,13.5416660308,15.6250019074,0
0,1,5,5,2.0833339691,2.0833330155,0,13.5416660308,13.5416693688,0
0,1,6,5,2.0833339691,2.0833330154,0,13.5416660308,11.4583363533,0
0,1,6,4,2.0833330155,2.0833330154,0,15.6249995231,11.4583363533,0
0,0,5,5,2.0833339691,2.0833330155,0,13.5416660308,13.5416693688,0
0,1,6,4,2.0833330155,2.0833330154,0,15.6249995231,11.4583363533,0
0,1,5,4,2.0833330155,2.0833330155,0,15.6249995231,13.5416693688,0
0,1,4,4,2.0833330155,2.0833320617,0,15.6249995231,15.6250019074,0
0,1,4,5,2.0833339691,2.0833320617,0,13.5416660308,15.6250019074,0
0,1,4,6,2.0833330154,2.0833320617,0,11.4583325386,15.6250019074,0
0,1,5,6,2.0833330154,2.0833330155,0,11.4583325386,13.5416693688,0
0,1,6,6,2.0833330154,2.0833330154,0,11.4583325386,11.4583363533,0
0,1,6,5,2.0833339691,2.0833330154,0,13.5416660308,11.4583363533,0
0,0,5,6,2.0833330154,2.0833330155,0,11.4583325386,13.5416693688,0
0,1,6,5,2.0833339691,2.0833330154,0,13.5416660308,11.4583363533,0
0,1,5,5,2.0833339691,2.0833330155,0,13.5416660308,13.5416693688,0
0,1,4,5,2.0833339691,2.0833320617,0,13.5416660308,15.6250019074,0
0,1,4,6,2.0833330154,2.0833320617,0,11.4583325386,15.6250019074,0
0,1,4,7,2.08333396913,2.0833320617,0,9.37499904633,15.6250019074,0
0,1,5,7,2.08333396913,2.0833330155,0,9.37499904633,13.5416693688,0
0,1,6,7,2.08333396913,2.0833330154,0,9.37499904633,11.4583363533,0
0,1,6,6,2.0833330154,2.0833330154,0,11.4583325386,11.4583363533,0
0,0,5,7,2.08333396913,2.0833330155,0,9.37499904633,13.5416693688,0
0,1,6,6,2.0833330154,2.0833330154,0,11.4583325386,11.4583363533,0
0,1,5,6,2.0833330154,2.0833330155,0,11.4583325386,13.5416693688,0
0,1,4,6,2.0833330154,2.0833320617,0,11.4583325386,15.6250019074,0
0,1,4,7,2.08333396913,2.0833320617,0,9.37499904633,15.6250019074,0
0,1,4,8,2.08333349228,2.0833320617,0,7.29166531563,15.6250019074,0
0,1,5,8,2.08333349228,2.0833330155,0,7.29166531563,13.5416693688,0
0,1,6,8,2.08333349228,2.0833330154,0,7.29166531563,11.4583363533,0
0,1,6,7,2.08333396913,2.0833330154,0,9.37499904633,11.4583363533,0
0,0,5,8,2.08333349228,2.0833330155,0,7.29166531563,13.5416693688,0
0,1,6,7,2.08333396913,2.0833330154,0,9.37499904633,11.4583363533,0
0,1,5,7,2.08333396913,2.0833330155,0,9.37499904633,13.5416693688,0
0,1,4,7,2.08333396913,2.0833320617,0,9.37499904633,15.6250019074,0
0,1,4,8,2.08333349228,2.0833320617,0,7.29166531563,15.6250019074,0
0,1,4,9,2.08333349228,2.0833320617,0,5.20833182335,15.6250019074,0
0,1,5,9,2.08333349228,2.0833330155,0,5.20833182335,13.5416693688,0
0,1,6,9,2.08333349228,2.0833330154,0,5.20833182335,11.4583363533,0
0,1,6,8,2.08333349228,2.0833330154,0,7.29166531563,11.4583363533,0
0,0,5,9,2.08333349228,2.0833330155,0,5.20833182335,13.5416693688,0
0,1,6,8,2.08333349228,2.0833330154,0,7.29166531563,11.4583363533,0
0,1,5,8,2.08333349228,2.0833330155,0,7.29166531563,13.5416693688,0
0,1,4,8,2.08333349228,2.0833320617,0,7.29166531563,15.6250019074,0
0,1,4,9,2.08333349228,2.0833320617,0,5.20833182335,15.6250019074,0
0,1,4,10,2.08333349228,2.0833320617,0,3.12499833107,15.6250019074,0
0,1,5,10,2.08333349228,2.0833330155,0,3.12499833107,13.5416693688,0
0,1,6,10,2.08333349228,2.0833330154,0,3.12499833107,11.4583363533,0
0,1,6,9,2.08333349228,2.0833330154,0,5.20833182335,11.4583363533,0
0,0,5,10,2.08333349228,2.0833330155,0,3.12499833107,13.5416693688,0
0,1,6,9,2.08333349228,2.0833330154,0,5.20833182335,11.4583363533,0
0,1,5,9,2.08333349228,2.0833330155,0,5.20833182335,13.5416693688,0
0,1,4,9,2.08333349228,2.0833320617,0,5.20833182335,15.6250019074,0
0,1,4,10,2.08333349228,2.0833320617,0,3.12499833107,15.6250019074,0
0,1,4,11,2.08333161573,2.0833320617,0,1.04166577706,15.6250019074,0
0,1,5,11,2.08333161573,2.0833330155,0,1.04166577706,13.5416693688,0
0,1,6,11,2.08333161573,2.0833330154,0,1.04166577706,11.4583363533,0
0,1,6,10,2.08333349228,2.0833330154,0,3.12499833107,11.4583363533,0
0,0,5,11,2.08333161573,2.0833330155,0,1.04166577706,13.5416693688,0
0,1,6,10,2.08333349228,2.0833330154,0,3.12499833107,11.4583363533,0
0,1,5,10,2.08333349228,2.0833330155,0,3.12499833107,13.5416693688,0
0,1,4,10,2.08333349228,2.0833320617,0,3.12499833107,15.6250019074,0
0,1,4,11,2.08333161573,2.0833320617,0,1.04166577706,15.6250019074,0
0,1,4,12,2.08333513041,2.0833320617,0,1.04166759601,15.6250019074,0
0,1,5,12,2.08333513041,2.0833330155,0,1.04166759601,13.5416693688,0
0,1,6,12,2.08333513041,2.0833330154,0,1.04166759601,11.4583363533,0
0,1,6,11,2.08333161573,2.0833330154,0,1.04166577706,11.4583363533,0
0,0,5,12,2.08333513041,2.0833330155,0,1.04166759601,13.5416693688,0
0,1,6,11,2.08333161573,2.0833330154,0,1.04166577706,11.4583363533,0
0,1,5,11,2.08333161573,2.0833330155,0,1.04166577706,13.5416693688,0
0,1,4,11,2.08333161573,2.0833320617,0,1.04166577706,15.6250019074,0
0,1,4,12,2.08333513041,2.0833320617,0,1.04166759601,15.6250019074,0
0,1,4,13,2.0833337307,2.0833320617,0,3.12500202656,15.6250019074,0
0,1,5,13,2.0833337307,2.0833330155,0,3.12500202656,13.5416693688,0
0,1,6,13,2.0833337307,2.0833330154,0,3.12500202656,11.4583363533,0
0,1,6,12,2.08333513041,2.0833330154,0,1.04166759601,11.4583363533,0
0,0,5,13,2.0833337307,2.0833330155,0,3.12500202656,13.5416693688,0
0,1,6,12,2.08333513041,2.0833330154,0,1.04166759601,11.4583363533,0
0,1,5,12,2.08333513041,2.0833330155,0,1.04166759601,13.5416693688,0
0,1,4,12,2.08333513041,2.0833320617,0,1.04166759601,15.6250019074,0
0,1,4,13,2.0833337307,2.0833320617,0,3.12500202656,15.6250019074,0
0,1,4,14,2.08333349228,2.0833320617,0,5.20833563805,15.6250019074,0
0,1,5,14,2.08333349228,2.0833330155,0,5.20833563805,13.5416693688,0
0,1,6,14,2.08333349228,2.0833330154,0,5.20833563805,11.4583363533,0
0,1,6,13,2.0833337307,2.0833330154,0,3.12500202656,11.4583363533,0
0,0,5,14,2.08333349228,2.0833330155,0,5.20833563805,13.5416693688,0
0,1,6,13,2.0833337307,2.0833330154,0,3.12500202656,11.4583363533,0
0,1,5,13,2.0833337307,2.0833330155,0,3.12500202656,13.5416693688,0
0,1,4,13,2.0833337307,2.0833320617,0,3.12500202656,15.6250019074,0
0,1,4,14,2.08333349228,2.0833320617,0,5.20833563805,15.6250019074,0
0,1,4,15,2.08333349227,2.0833320617,0,7.29166913032,15.6250019074,0
0,1,5,15,2.08333349227,2.0833330155,0,7.29166913032,13.5416693688,0
0,1,6,15,2.08333349227,2.0833330154,0,7.29166913032,11.4583363533,0
0,1,6,14,2.08333349228,2.0833330154,0,5.20833563805,11.4583363533,0
0,0,5,15,2.08333349227,2.0833330155,0,7.29166913032,13.5416693688,0
0,1,6,14,2.08333349228,2.0833330154,0,5.20833563805,11.4583363533,0
0,1,5,14,2.08333349228,2.0833330155,0,5.20833563805,13.5416693688,0
0,1,4,14,2.08333349228,2.0833320617,0,5.20833563805,15.6250019074,0
0,1,4,15,2.08333349227,2.0833320617,0,7.29166913032,15.6250019074,0
0,1,4,16,2.08333396914,2.0833320617,0,9.37500286103,15.6250019074,0
0,1,5,16,2.08333396914,2.0833330155,0,9.37500286103,13.5416693688,0
0,1,6,16,2.08333396914,2.0833330154,0,9.37500286103,11.4583363533,0
0,1,6,15,2.08333349227,2.0833330154,0,7.29166913032,11.4583363533,0
0,0,5,16,2.08333396914,2.0833330155,0,9.37500286103,13.5416693688,0
0,1,6,15,2.08333349227,2.0833330154,0,7.29166913032,11.4583363533,0
0,1,5,15,2.08333349227,2.0833330155,0,7.29166913032,13.5416693688,0
0,1,4,15,2.08333349227,2.0833320617,0,7.29166913032,15.6250019074,0
0,1,4,16,2.08333396914,2.0833320617,0,9.37500286103,15.6250019074,0
0,1,4,17,2.0833330154,2.0833320617,0,11.4583363533,15.6250019074,0
0,1,5,17,2.0833330154,2.0833330155,0,11.4583363533,13.5416693688,0
0,1,6,17,2.0833330154,2.0833330154,0,11.4583363533,11.4583363533,0
0,1,6,16,2.08333396914,2.0833330154,0,9.37500286103,11.4583363533,0
0,0,5,17,2.0833330154,2.0833330155,0,11.4583363533,13.5416693688,0
0,1,6,16,2.08333396914,2.0833330154,0,9.37500286103,11.4583363533,0
0,1,5,16,2.08333396914,2.0833330155,0,9.37500286103,13.5416693688,0
0,1,4,16,2.08333396914,2.0833320617,0,9.37500286103,15.6250019074,0
0,1,4,17,2.0833330154,2.0833320617,0,11.4583363533,15.6250019074,0
0,1,4,18,2.0833330155,2.0833320617,0,13.5416693688,15.6250019074,0
0,1,5,18,2.0833330155,2.0833330155,0,13.5416693688,13.5416693688,0
0,1,6,18,2.0833330155,2.0833330154,0,13.5416693688,11.4583363533,0
0,1,6,17,2.0833330154,2.0833330154,0,11.4583363533,11.4583363533,0
0,0,5,18,2.0833330155,2.0833330155,0,13.5416693688,13.5416693688,0
0,1,6,17,2.0833330154,2.0833330154,0,11.4583363533,11.4583363533,0
0,1,5,17,2.0833330154,2.0833330155,0,11.4583363533,13.5416693688,0
0,1,4,17,2.0833330154,2.0833320617,0,11.4583363533,15.6250019074,0
0,1,4,18,2.0833330155,2.0833320617,0,13.5416693688,15.6250019074,0
0,1,4,19,2.0833320617,2.0833320617,0,15.6250019074,15.6250019074,0
0,1,5,19,2.0833320617,2.0833330155,0,15.6250019074,13.5416693688,0
0,1,6,19,2.0833320617,2.0833330154,0,15.6250019074,11.4583363533,0
0,1,6,18,2.0833330155,2.0833330154,0,13.5416693688,11.4583363533,0
0,0,5,19,2.0833320617,2.0833330155,0,15.6250019074,13.5416693688,0
0,1,6,18,2.0833330155,2.0833330154,0,13.5416693688,11.4583363533,0
0,1,5,18,2.0833330155,2.0833330155,0,13.5416693688,13.5416693688,0
0,1,4,18,2.0833330155,2.0833320617,0,13.5416693688,15.6250019074,0
0,1,4,19,2.0833320617,2.0833320617,0,15.6250019074,15.6250019074,0
0,1,4,20,2.0833339691,2.0833320617,0,17.7083349227,15.6250019074,0
0,1,5,20,2.0833339691,2.0833330155,0,17.7083349227,13.5416693688,0
0,1,6,20,2.0833339691,2.0833330154,0,17.7083349227,11.4583363533,0
0,1,6,19,2.0833320617,2.0833330154,0,15.6250019074,11.4583363533,0
0,0,5,20,2.0833339691,2.0833330155,0,17.7083349227,13.5416693688,0
0,1,6,19,2.0833320617,2.0833330154,0,15.6250019074,11.4583363533,0
0,1,5,19,2.0833320617,2.0833330155,0,15.6250019074,13.5416693688,0
0,1,4,19,2.0833320617,2.0833320617,0,15.6250019074,15.6250019074,0
0,1,4,20,2.0833339691,2.0833320617,0,17.7083349227,15.6250019074,0
0,1,4,21,2.0833320618,2.0833320617,0,19.7916679382,15.6250019074,0
0,1,5,21,2.0833320618,2.0833330155,0,19.7916679382,13.5416693688,0
0,1,6,21,2.0833320618,2.0833330154,0,19.7916679382,11.4583363533,0
0,1,6,20,2.0833339691,2.0833330154,0,17.7083349227,11.4583363533,0
0,0,5,21,2.0833320618,2.0833330155,0,19.7916679382,13.5416693688,0
0,1,6,20,2.0833339691,2.0833330154,0,17.7083349227,11.4583363533,0
0,1,5,20,2.0833339691,2.0833330155,0,17.7083349227,13.5416693688,0
0,1,4,20,2.0833339691,2.0833320617,0,17.7083349227,15.6250019074,0
0,1,4,21,2.0833320618,2.0833320617,0,19.7916679382,15.6250019074,0
0,1,4,22,2.0833339691,2.0833320617,0,21.8750009537,15.6250019074,0
0,1,5,22,2.0833339691,2.0833330155,0,21.8750009537,13.5416693688,0
0,1,6,22,2.0833339691,2.0833330154,0,21.8750009537,11.4583363533,0
0,1,6,21,2.0833320618,2.0833330154,0,19.7916679382,11.4583363533,0
0,0,5,22,2.0833339691,2.0833330155,0,21.8750009537,13.5416693688,0
0,1,6,21,2.0833320618,2.0833330154,0,19.7916679382,11.4583363533,0
0,1,5,21,2.0833320618,2.0833330155,0,19.7916679382,13.5416693688,0
0,1,4,21,2.0833320618,2.0833320617,0,19.7916679382,15.6250019074,0
0,1,4,22,2.0833339691,2.0833320617,0,21.8750009537,15.6250019074,0
0,1,4,23,2.0833320618,2.0833320617,0,23.9583339691,15.6250019074,0
0,1,5,23,2.0833320618,2.0833330155,0,23.9583339691,13.5416693688,0
0,1,6,23,2.0833320618,2.0833330154,0,23.9583339691,11.4583363533,0
0,1,6,22,2.0833339691,2.0833330154,0,21.8750009537,11.4583363533,0
0,0,5,23,2.0833320618,2.0833330155,0,23.9583339691,13.5416693688,0
0,1,6,22,2.0833339691,2.0833330154,0,21.8750009537,11.4583363533,0
0,1,5,22,2.0833339691,2.0833330155,0,21.8750009537,13.5416693688,0
0,1,4,22,2.0833339691,2.0833320617,0,21.8750009537,15.6250019074,0
0,1,4,23,2.0833320618,2.0833320617,0,23.9583339691,15.6250019074,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,6,23,2.0833320618,2.0833330154,0,23.9583339691,11.4583363533,0
0,0,6,0,2.0833320618,2.0833330154,0,23.9583301544,11.4583363533,0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 0, 0, 0, 0, 0, 0, 0, 0, 0
0,1,5,0,2.0833320618,2.0833330155,0,23.9583301544,13.5416693688,0
0,1,5,1,2.0833320617,2.0833330155,0,21.8749980926,13.5416693688,0
0,1,6,1,2.0833320617,2.0833330154,0,21.8749980926,11.4583363533,0
0,1,7,1,2.0833320617,2.08333396914,0,21.8749980926,9.37500286103,0
0,1,7,0,2.0833320618,2.08333396914,0,23.9583301544,9.37500286103,0
0,0,6,1,2.0833320617,2.0833330154,0,21.8749980926,11.4583363533,0
0,1,7,0,2.0833320618,2.08333396914,0,23.9583301544,9.37500286103,0
0,1,6,0,2.0833320618,2.0833330154,0,23.9583301544,11.4583363533,0
0,1,5,0,2.0833320618,2.0833330155,0,23.9583301544,13.5416693688,0
0,1,5,1,2.0833320617,2.0833330155,0,21.8749980926,13.5416693688,0
0,1,5,2,2.0833339691,2.0833330155,0,19.7916650773,13.5416693688,0
0,1,6,2,2.0833339691,2.0833330154,0,19.7916650773,11.4583363533,0
0,1,7,2,2.0833339691,2.08333396914,0,19.7916650773,9.37500286103,0
0,1,7,1,2.0833320617,2.08333396914,0,21.8749980926,9.37500286103,0
0,0,6,2,2.0833339691,2.0833330154,0,19.7916650773,11.4583363533,0
0,1,7,1,2.0833320617,2.08333396914,0,21.8749980926,9.37500286103,0
0,1,6,1,2.0833320617,2.0833330154,0,21.8749980926,11.4583363533,0
0,1,5,1,2.0833320617,2.0833330155,0,21.8749980926,13.5416693688,0
0,1,5,2,2.0833339691,2.0833330155,0,19.7916650773,13.5416693688,0
0,1,5,3,2.0833320618,2.0833330155,0,17.7083320618,13.5416693688,0
0,1,6,3,2.0833320618,2.0833330154,0,17.7083320618,11.4583363533,0
0,1,7,3,2.0833320618,2.08333396914,0,17.7083320618,9.37500286103,0
0,1,7,2,2.0833339691,2.08333396914,0,19.7916650773,9.37500286103,0
0,0,6,3,2.0833320618,2.0833330154,0,17.7083320618,11.4583363533,0
0,1,7,2,2.0833339691,2.08333396914,0,19.7916650773,9.37500286103,0
0,1,6,2,2.0833339691,2.0833330154,0,19.7916650773,11.4583363533,0
0,1,5,2,2.0833339691,2.0833330155,0,19.7916650773,13.5416693688,0
0,1,5,3,2.0833320618,2.0833330155,0,17.7083320618,13.5416693688,0
0,1,5,4,2.0833330155,2.0833330155,0,15.6249995231,13.5416693688,0
0,1,6,4,2.0833330155,2.0833330154,0,15.6249995231,11.4583363533,0
0,1,7,4,2.0833330155,2.08333396914,0,15.6249995231,9.37500286103,0
0,1,7,3,2.0833320618,2.08333396914,0,17.7083320618,9.37500286103,0
0,0,6,4,2.0833330155,2.0833330154,0,15.6249995231,11.4583363533,0
0,1,7,3,2.0833320618,2.08333396914,0,17.7083320618,9.37500286103,0
0,1,6,3,2.0833320618,2.0833330154,0,17.7083320618,11.4583363533,0
0,1,5,3,2.0833320618,2.0833330155,0,17.7083320618,13.5416693688,0
0,1,5,4,2.0833330155,2.0833330155,0,15.6249995231,13.5416693688,0
0,1,5,5,2.0833339691,2.0833330155,0,13.5416660308,13.5416693688,0
0,1,6,5,2.0833339691,2.0833330154,0,13.5416660308,11.4583363533,0
0,1,7,5,2.0833339691,2.08333396914,0,13.5416660308,9.37500286103,0
0,1,7,4,2.0833330155,2.08333396914,0,15.6249995231,9.37500286103,0
0,0,6,5,2.0833339691,2.0833330154,0,13.5416660308,11.4583363533,0
0,1,7,4,2.0833330155,2.08333396914,0,15.6249995231,9.37500286103,0
0,1,6,4,2.0833330155,2.0833330154,0,15.6249995231,11.4583363533,0
0,1,5,4,2.0833330155,2.0833330155,0,15.6249995231,13.5416693688,0
0,1,5,5,2.0833339691,2.0833330155,0,13.5416660308,13.5416693688,0
0,1,5,6,2.0833330154,2.0833330155,0,11.4583325386,13.5416693688,0
0,1,6,6,2.0833330154,2.0833330154,0,11.4583325386,11.4583363533,0
0,1,7,6,2.0833330154,2.08333396914,0,11.4583325386,9.37500286103,0
0,1,7,5,2.0833339691,2.08333396914,0,13.5416660308,9.37500286103,0
0,0,6,6,2.0833330154,2.0833330154,0,11.4583325386,11.4583363533,0
0,1,7,5,2.0833339691,2.08333396914,0,13.5416660308,9.37500286103,0
0,1,6,5,2.0833339691,2.0833330154,0,13.5416660308,11.4583363533,0
0,1,5,5,2.0833339691,2.0833330155,0,13.5416660308,13.5416693688,0
0,1,5,6,2.0833330154,2.0833330155,0,11.4583325386,13.5416693688,0
0,1,5,7,2.08333396913,2.0833330155,0,9.37499904633,13.5416693688,0
0,1,6,7,2.08333396913,2.0833330154,0,9.37499904633,11.4583363533,0
0,1,7,7,2.08333396913,2.08333396914,0,9.37499904633,9.37500286103,0
0,1,7,6,2.0833330154,2.08333396914,0,11.4583325386,9.37500286103,0
0,0,6,7,2.08333396913,2.0833330154,0,9.37499904633,11.4583363533,0
0,1,7,6,2.0833330154,2.08333396914,0,11.4583325386,9.37500286103,0
0,1,6,6,2.0833330154,2.0833330154,0,11.4583325386,11.4583363533,0
